,country,count_total,cust_id,churn
7606,AB,44,1,Yes
7607,AB,73,17,No
7608,AB,85,10,Yes
7609,AB,124,9,Yes
7610,AB,82,19,No
7611,AB,99,18,Yes
7612,CD,175,14,No
7613,CD,56,13,Yes
7614,AB,102,1,No
7615,CD,151,14,No
7616,CD,40,1,No
7617,CD,150,4,No
7618,AB,1,5,Yes
7619,CD,138,14,No
7620,AB,130,9,No
7621,CD,121,7,Yes
7622,CD,156,16,No
7623,AB,130,11,No
7624,CD,59,15,No
7625,AB,176,8,No
7626,AB,151,1,No
7627,AB,40,12,Yes
7628,AB,141,8,Yes
7629,AB,84,17,Yes
7630,AB,90,17,No
7631,AB,94,12,No
7632,CD,83,15,Yes
7633,AB,8,14,Yes
7634,AB,27,19,No
7635,CD,58,10,Yes
7636,AB,106,14,No
7637,AB,143,11,Yes
7638,AB,67,8,Yes
7639,AB,174,1,Yes
7640,AB,15,13,Yes
7641,AB,151,14,Yes
7642,CD,47,11,No
7643,AB,117,12,Yes
7644,CD,2,8,Yes
7645,AB,154,16,Yes
7646,CD,167,4,Yes
7647,CD,163,19,Yes
7648,AB,179,12,Yes
7649,CD,122,6,No
7650,AB,117,1,Yes
7651,AB,43,15,No
7652,CD,14,14,Yes
7653,CD,71,19,Yes
7654,CD,17,8,No
7655,CD,24,13,Yes
7656,AB,37,9,No
7657,AB,64,18,No
7658,AB,170,18,Yes
7659,CD,8,2,Yes
7660,CD,35,14,Yes
7661,CD,171,8,Yes
7662,AB,119,19,Yes
7663,CD,127,12,No
7664,AB,131,15,Yes
7665,AB,133,17,No
7666,CD,129,5,Yes
7667,CD,155,19,No
7668,AB,92,12,No
7669,CD,11,4,No
7670,AB,101,17,Yes
7671,AB,164,6,Yes
7672,AB,40,14,No
7673,CD,39,10,No
7674,CD,90,10,No
7675,AB,112,10,Yes
7676,CD,25,18,Yes
7677,AB,94,1,No
7678,CD,72,3,Yes
7679,AB,148,5,No
7680,AB,95,15,Yes
7681,AB,162,18,No
7682,CD,55,9,No
7683,AB,42,19,No
7684,AB,47,15,Yes
7685,AB,75,13,No
7686,AB,4,15,Yes
7687,CD,135,3,No
7688,AB,52,16,No
7689,CD,76,14,Yes
7690,AB,116,17,No
7691,CD,87,12,Yes
7692,CD,24,14,No
7693,CD,42,18,No
7694,CD,97,10,No
7695,CD,42,10,No
7696,AB,35,14,No
7697,AB,25,11,No
7698,CD,69,1,No
7699,CD,35,10,Yes
7700,CD,162,3,Yes
7701,AB,81,17,Yes
7702,CD,145,15,Yes
7703,AB,108,19,No
7704,AB,47,4,No
7705,AB,119,17,No
7706,CD,66,8,No
7707,CD,61,2,No
7708,AB,26,10,Yes
7709,CD,137,11,Yes
7710,AB,32,18,Yes
7711,AB,90,11,No
7712,CD,18,8,No
7713,AB,99,11,Yes
7714,CD,105,9,Yes
7715,AB,43,5,No
7716,CD,115,5,No
7717,AB,117,7,Yes
7718,CD,64,18,No
7719,AB,86,7,No
7720,CD,26,18,Yes
7721,AB,75,13,No
7722,CD,13,3,No
7723,AB,21,6,No
7724,CD,46,8,Yes
7725,CD,158,2,Yes
7726,CD,179,4,No
7727,AB,148,6,No
7728,AB,40,11,No
7729,AB,5,15,No
7730,AB,52,1,Yes
7731,AB,21,2,Yes
7732,AB,44,1,No
7733,CD,174,17,Yes
7734,CD,33,4,Yes
7735,CD,168,18,Yes
7736,AB,111,3,No
7737,AB,170,16,No
7738,CD,85,19,Yes
7739,CD,79,3,No
7740,CD,99,10,Yes
7741,CD,171,3,No
7742,CD,19,2,No
7743,CD,175,3,Yes
7744,CD,115,4,No
7745,CD,145,4,No
7746,CD,93,13,No
7747,AB,60,2,Yes
7748,AB,97,9,Yes
7749,CD,91,2,No
7750,AB,43,2,Yes
7751,AB,160,7,Yes
7752,AB,38,4,No
7753,CD,62,4,No
7754,AB,170,1,Yes
7755,CD,80,18,Yes
7756,CD,48,10,Yes
7757,CD,67,3,Yes
7758,AB,90,8,Yes
7759,CD,42,19,No
7760,AB,120,3,No
7761,AB,157,13,Yes
7762,AB,29,18,Yes
7763,AB,177,4,Yes
7764,AB,174,2,Yes
7765,AB,166,5,Yes
7766,AB,74,2,Yes
7767,CD,160,3,Yes
7768,AB,130,13,No
7769,AB,98,9,No
7770,CD,165,4,No
7771,AB,109,11,No
7772,CD,119,11,No
7773,AB,73,6,Yes
7774,CD,47,18,No
7775,AB,144,17,No
7776,AB,79,18,Yes
7777,AB,23,17,Yes
7778,AB,138,10,No
7779,AB,119,17,Yes
7780,AB,41,6,No
7781,CD,33,6,No
7782,CD,49,10,No
7783,AB,93,5,No
7784,AB,29,3,No
7785,AB,91,17,No
7786,CD,141,11,No
7787,AB,123,15,Yes
7788,CD,62,17,No
7789,AB,66,10,Yes
7790,AB,92,9,No
7791,AB,90,8,Yes
7792,AB,59,18,No
7793,AB,8,19,Yes
7794,AB,28,17,Yes
7795,AB,109,15,Yes
7796,CD,151,14,No
7797,CD,83,13,Yes
7798,CD,171,19,Yes
7799,CD,133,10,Yes
7800,CD,89,19,Yes
7801,AB,128,4,Yes
7802,CD,29,7,Yes
7803,CD,97,18,Yes
7804,CD,29,15,No
7805,AB,128,3,Yes
7806,AB,53,5,Yes
7807,AB,71,4,Yes
7808,CD,152,11,Yes
7809,CD,90,4,Yes
7810,AB,88,8,No
7811,CD,124,1,Yes
7812,CD,95,8,No
7813,CD,11,17,Yes
7814,CD,54,14,No
7815,CD,25,4,Yes
7816,CD,67,12,No
7817,CD,14,4,Yes
7818,AB,152,9,Yes
7819,CD,11,15,Yes
7820,CD,142,6,No
7821,CD,139,17,Yes
7822,CD,60,8,No
7823,AB,84,12,Yes
7824,CD,57,18,Yes
7825,CD,23,14,Yes
7826,CD,147,19,No
7827,CD,80,3,No
7828,CD,73,18,No
7829,CD,101,9,No
7830,AB,97,6,Yes
7831,CD,16,14,Yes
7832,CD,83,9,Yes
7833,AB,117,7,No
7834,AB,170,17,No
7835,CD,42,14,Yes
7836,AB,72,3,Yes
7837,AB,78,14,No
7838,AB,103,1,No
7839,AB,31,18,No
7840,CD,98,18,Yes
7841,CD,25,10,Yes
7842,CD,29,1,No
7843,CD,3,16,No
7844,AB,4,12,Yes
7845,AB,24,19,No
7846,CD,69,6,No
7847,AB,75,1,Yes
7848,AB,7,17,Yes
7849,CD,158,11,Yes
7850,CD,130,1,No
7851,AB,169,18,No
7852,CD,165,18,No
7853,AB,176,13,Yes
7854,AB,151,3,Yes
7855,CD,145,15,Yes
7856,CD,123,10,Yes
7857,CD,160,13,No
7858,AB,162,4,No
7859,AB,107,8,No
7860,CD,33,10,Yes
7861,CD,160,8,No
7862,AB,25,13,No
7863,CD,93,13,Yes
7864,AB,105,14,Yes
7865,CD,22,8,No
7866,AB,24,18,No
7867,AB,118,19,No
7868,CD,106,11,No
7869,CD,37,15,No
7870,CD,101,7,No
7871,AB,65,8,Yes
7872,CD,67,19,No
7873,AB,87,15,No
7874,AB,51,9,No
7875,CD,113,9,Yes
7876,CD,19,4,No
7877,AB,153,13,Yes
7878,AB,33,8,No
7879,CD,4,3,No
7880,CD,3,6,No
7881,AB,115,14,Yes
7882,AB,37,6,Yes
7883,CD,61,6,Yes
7884,AB,44,18,No
7885,AB,96,1,No
7886,AB,109,15,No
7887,AB,84,18,No
7888,CD,116,14,Yes
7889,CD,167,1,No
7890,CD,6,11,Yes
7891,AB,165,16,No
7892,AB,158,13,Yes
7893,CD,22,18,No
7894,CD,45,2,Yes
7895,CD,167,18,Yes
7896,AB,150,11,No
7897,AB,156,19,Yes
7898,CD,43,11,No
7899,CD,85,13,Yes
7900,AB,135,10,Yes
7901,AB,10,18,Yes
7902,AB,26,11,No
7903,CD,2,18,No
7904,CD,26,13,No
7905,AB,121,4,Yes
7906,AB,152,11,Yes
7907,CD,122,6,Yes
7908,AB,133,7,Yes
7909,CD,103,2,No
7910,AB,78,13,Yes
7911,CD,38,9,Yes
7912,AB,68,6,Yes
7913,AB,161,7,Yes
7914,AB,84,2,Yes
7915,AB,39,17,No
7916,CD,110,12,Yes
7917,AB,7,6,Yes
7918,CD,128,8,Yes
7919,CD,124,7,No
7920,CD,10,17,Yes
7921,CD,83,5,No
7922,CD,40,7,Yes
7923,AB,128,13,Yes
7924,CD,15,15,No
7925,AB,153,6,Yes
7926,AB,46,1,No
7927,AB,123,13,Yes
7928,AB,116,19,No
7929,AB,15,18,Yes
7930,CD,22,1,No
7931,AB,62,4,Yes
7932,AB,176,6,Yes
7933,AB,52,2,Yes
7934,AB,146,9,Yes
7935,AB,94,5,No
7936,AB,162,4,No
7937,AB,40,17,No
7938,CD,87,17,Yes
7939,CD,33,12,Yes
7940,CD,156,5,No
7941,AB,120,13,Yes
7942,AB,149,4,No
7943,CD,164,2,No
7944,AB,58,8,No
7945,AB,57,6,Yes
7946,CD,63,11,Yes
7947,AB,168,17,No
7948,AB,90,7,Yes
7949,AB,13,9,Yes
7950,CD,122,18,Yes
7951,AB,39,8,Yes
7952,CD,13,16,Yes
7953,CD,126,2,Yes
7954,AB,9,1,No
7955,CD,30,15,Yes
7956,CD,97,4,Yes
7957,AB,144,5,Yes
7958,AB,150,13,Yes
7959,AB,11,15,Yes
7960,CD,89,5,Yes
7961,CD,25,3,Yes
7962,CD,131,18,Yes
7963,CD,126,17,Yes
7964,AB,63,15,No
7965,AB,103,6,Yes
7966,AB,136,6,Yes
7967,AB,3,18,No
7968,AB,107,12,No
7969,AB,101,9,Yes
7970,CD,74,17,Yes
7971,AB,168,11,Yes
7972,CD,57,7,No
7973,AB,136,11,No
7974,CD,46,10,Yes
7975,AB,169,11,Yes
7976,CD,95,9,No
7977,AB,20,9,Yes
7978,CD,58,10,Yes
7979,CD,92,5,Yes
7980,AB,142,7,No
7981,AB,110,18,No
7982,AB,132,16,Yes
7983,AB,73,12,No
7984,AB,39,5,No
7985,CD,158,8,No
7986,CD,32,12,No
7987,CD,141,15,No
7988,CD,163,10,Yes
7989,CD,93,5,No
7990,CD,154,10,No
7991,CD,86,2,Yes
7992,CD,99,1,Yes
7993,AB,131,17,Yes
7994,AB,66,17,No
7995,AB,50,18,Yes
7996,CD,86,13,Yes
7997,AB,156,7,No
7998,AB,43,4,Yes
7999,CD,55,17,No
8000,AB,116,16,No
8001,CD,169,1,No
8002,CD,91,7,Yes
8003,CD,118,6,Yes
8004,AB,170,18,No
8005,CD,33,12,No
8006,AB,81,10,Yes
8007,CD,30,16,No
8008,CD,133,19,Yes
8009,AB,28,12,Yes
8010,CD,177,17,Yes
8011,AB,144,19,Yes
8012,AB,78,17,Yes
8013,AB,26,9,No
8014,AB,96,12,Yes
8015,CD,96,9,Yes
8016,CD,49,17,Yes
8017,AB,155,9,No
8018,CD,98,11,No
8019,AB,79,4,Yes
8020,CD,42,13,Yes
8021,CD,92,9,Yes
8022,CD,161,9,No
8023,AB,68,4,No
8024,CD,36,7,Yes
8025,CD,153,14,Yes
8026,AB,97,19,Yes
8027,CD,36,3,No
8028,AB,114,7,Yes
8029,CD,64,17,Yes
8030,CD,47,13,No
8031,CD,112,14,Yes
8032,AB,97,6,No
8033,CD,110,15,Yes
8034,AB,73,12,Yes
8035,CD,119,8,No
8036,CD,32,18,Yes
8037,CD,157,5,No
8038,AB,163,13,Yes
8039,CD,165,15,No
8040,AB,144,9,No
8041,CD,51,1,Yes
8042,CD,179,13,Yes
8043,CD,69,12,No
8044,AB,80,4,Yes
8045,AB,23,18,Yes
8046,AB,71,11,Yes
8047,AB,86,13,Yes
8048,AB,41,11,Yes
8049,AB,174,3,No
8050,AB,73,8,No
8051,CD,11,3,Yes
8052,AB,1,13,No
8053,AB,85,7,No
8054,CD,93,12,Yes
8055,AB,71,9,No
8056,AB,156,10,No
8057,CD,30,3,Yes
8058,CD,163,7,Yes
8059,CD,40,10,No
8060,CD,164,12,No
8061,AB,163,8,Yes
8062,AB,47,5,No
8063,CD,141,19,Yes
8064,CD,158,19,Yes
8065,AB,122,13,No
8066,CD,112,7,No
8067,AB,70,1,Yes
8068,AB,62,15,Yes
8069,CD,25,10,Yes
8070,CD,153,16,No
8071,CD,20,8,Yes
8072,AB,20,14,Yes
8073,AB,111,11,Yes
8074,CD,158,5,Yes
8075,CD,2,3,Yes
8076,AB,14,18,No
8077,AB,115,19,Yes
8078,AB,148,7,No
8079,CD,18,17,No
8080,CD,96,4,Yes
8081,AB,179,3,No
8082,CD,21,1,No
8083,AB,71,13,No
8084,CD,10,12,No
8085,AB,66,7,No
8086,CD,107,13,Yes
8087,CD,178,1,No
8088,AB,52,9,No
8089,AB,113,18,No
8090,AB,24,6,Yes
8091,AB,154,17,Yes
8092,CD,165,1,No
8093,AB,8,1,No
8094,CD,77,16,Yes
8095,AB,82,17,No
8096,CD,37,17,Yes
8097,AB,77,15,No
8098,AB,83,16,No
8099,CD,119,3,No
8100,CD,54,18,Yes
8101,AB,51,8,No
8102,AB,19,3,No
8103,AB,157,13,No
8104,AB,106,13,Yes
8105,CD,33,11,Yes
8106,CD,62,10,No
8107,CD,75,2,No
8108,CD,135,1,Yes
8109,CD,131,6,No
8110,CD,91,10,Yes
8111,CD,41,8,Yes
8112,AB,1,14,Yes
8113,AB,167,15,No
8114,CD,76,6,No
8115,CD,152,14,Yes
8116,CD,88,10,No
8117,CD,78,11,No
8118,CD,136,16,Yes
8119,CD,36,6,Yes
8120,AB,57,16,Yes
8121,AB,116,3,Yes
8122,AB,74,17,Yes
8123,CD,166,18,No
8124,CD,50,8,Yes
8125,CD,23,6,Yes
8126,CD,167,6,Yes
8127,CD,31,7,No
8128,AB,36,19,Yes
8129,CD,78,17,No
8130,CD,169,7,No
8131,CD,62,12,No
8132,CD,102,5,No
8133,CD,66,13,No
8134,CD,163,7,Yes
8135,AB,151,14,Yes
8136,CD,57,18,Yes
8137,AB,149,2,No
8138,CD,134,2,No
8139,AB,65,15,Yes
8140,CD,85,5,No
8141,CD,106,3,Yes
8142,AB,103,9,Yes
8143,AB,10,16,No
8144,CD,94,17,No
8145,AB,133,7,Yes
8146,AB,22,14,Yes
8147,CD,156,3,No
8148,AB,53,5,Yes
8149,AB,164,1,No
8150,CD,135,14,No
8151,CD,30,19,No
8152,AB,25,1,No
8153,AB,158,8,No
8154,CD,107,13,Yes
8155,AB,102,14,Yes
8156,CD,23,11,No
8157,CD,115,9,Yes
8158,CD,120,9,Yes
8159,AB,112,7,Yes
8160,AB,86,4,No
8161,AB,74,13,No
8162,CD,159,16,No
8163,CD,101,12,No
8164,CD,130,5,No
8165,CD,74,14,Yes
8166,AB,41,19,No
8167,CD,56,17,No
8168,AB,153,6,No
8169,AB,118,17,No
8170,CD,42,1,Yes
8171,AB,107,2,No
8172,CD,125,6,No
8173,AB,16,18,Yes
8174,CD,77,18,Yes
8175,CD,28,12,No
8176,CD,56,4,Yes
8177,CD,92,4,Yes
8178,CD,171,10,Yes
8179,AB,158,4,Yes
8180,AB,46,4,Yes
8181,AB,126,18,No
8182,CD,84,3,No
8183,CD,75,6,Yes
8184,CD,129,14,Yes
8185,CD,47,12,No
8186,AB,137,11,Yes
8187,AB,26,7,No
8188,CD,80,17,Yes
8189,CD,102,16,Yes
8190,CD,153,10,No
8191,AB,33,19,Yes
8192,AB,115,8,No
8193,CD,174,13,No
8194,CD,79,7,No
8195,CD,103,1,Yes
8196,AB,1,6,Yes
8197,CD,31,9,No
8198,AB,95,6,Yes
8199,AB,130,5,Yes
8200,CD,68,6,Yes
8201,AB,110,11,No
8202,CD,24,18,Yes
8203,CD,112,11,Yes
8204,AB,111,6,Yes
8205,CD,37,2,No
8206,CD,103,18,Yes
8207,AB,74,18,Yes
8208,CD,7,10,Yes
8209,AB,60,10,Yes
8210,AB,36,8,No
8211,CD,76,11,No
8212,AB,147,17,Yes
8213,AB,134,17,Yes
8214,CD,78,2,No
8215,AB,106,10,No
8216,CD,12,10,Yes
8217,AB,10,2,Yes
8218,AB,147,3,No
8219,AB,101,12,No
8220,AB,61,4,Yes
8221,CD,75,15,No
8222,CD,78,1,Yes
8223,AB,115,7,Yes
8224,AB,94,8,No
8225,AB,80,11,Yes
8226,CD,89,14,No
8227,AB,170,19,No
8228,AB,54,19,No
8229,CD,53,19,No
8230,AB,1,13,No
8231,CD,116,7,No
8232,AB,124,11,No
8233,CD,68,10,Yes
8234,AB,96,15,No
8235,AB,136,14,Yes
8236,CD,89,9,Yes
8237,AB,2,7,No
8238,AB,4,10,Yes
8239,AB,165,12,Yes
8240,CD,17,19,No
8241,CD,35,4,Yes
8242,CD,133,6,No
8243,CD,114,19,No
8244,CD,168,12,Yes
8245,CD,151,2,Yes
8246,CD,25,11,No
8247,AB,30,5,No
8248,CD,167,14,No
8249,AB,41,9,Yes
8250,AB,17,11,Yes
8251,CD,59,12,Yes
8252,AB,174,11,Yes
8253,AB,118,8,No
8254,AB,123,5,No
8255,CD,98,12,No
8256,AB,47,8,Yes
8257,CD,92,3,Yes
8258,AB,84,8,Yes
8259,CD,176,5,Yes
8260,AB,157,5,No
8261,AB,57,16,No
8262,AB,15,4,No
8263,AB,110,7,No
8264,CD,84,12,No
8265,CD,19,7,Yes
8266,AB,73,6,No
8267,AB,54,13,No
8268,CD,170,12,Yes
8269,CD,159,3,Yes
8270,CD,176,5,Yes
8271,CD,64,17,No
8272,AB,123,10,Yes
8273,AB,4,16,No
8274,AB,83,12,Yes
8275,AB,158,9,Yes
8276,AB,167,2,Yes
8277,CD,47,15,No
8278,AB,118,4,No
8279,CD,12,14,Yes
8280,CD,43,16,Yes
8281,CD,164,14,Yes
8282,CD,101,13,No
8283,CD,24,10,No
8284,CD,106,7,Yes
8285,CD,31,5,No
8286,CD,45,14,Yes
8287,AB,100,8,No
8288,AB,178,17,Yes
8289,CD,116,16,Yes
8290,CD,21,8,No
8291,CD,118,19,No
8292,CD,29,3,No
8293,AB,92,5,Yes
8294,CD,109,9,Yes
8295,AB,14,7,No
8296,CD,121,4,Yes
8297,CD,98,13,Yes
8298,AB,83,19,Yes
8299,CD,15,19,Yes
8300,AB,32,17,No
8301,CD,81,14,No
8302,CD,155,3,No
8303,AB,44,3,No
8304,CD,32,16,No
8305,AB,17,14,No
8306,CD,56,13,Yes
8307,AB,89,6,No
8308,AB,66,17,No
8309,AB,147,8,No
8310,AB,92,8,No
8311,CD,27,11,No
8312,CD,28,1,Yes
8313,CD,120,17,No
8314,AB,161,4,No
8315,CD,84,7,No
8316,CD,171,13,No
8317,AB,132,15,No
8318,CD,162,6,No
8319,CD,27,5,No
8320,CD,51,7,Yes
8321,CD,37,6,No
8322,CD,77,17,No
8323,CD,40,15,No
8324,CD,177,16,Yes
8325,AB,55,9,Yes
8326,AB,2,12,No
8327,AB,79,6,No
8328,AB,53,15,No
8329,CD,37,17,Yes
8330,CD,6,5,No
8331,CD,4,8,No
8332,AB,154,19,No
8333,CD,131,9,No
8334,CD,129,2,Yes
8335,AB,80,11,No
8336,AB,37,6,No
8337,AB,169,10,Yes
8338,AB,108,11,No
8339,AB,62,13,No
8340,AB,15,14,No
8341,AB,26,15,Yes
8342,CD,87,16,No
8343,AB,90,17,No
8344,AB,89,5,No
8345,AB,70,16,No
8346,CD,21,7,Yes
8347,CD,78,17,No
8348,AB,164,14,Yes
8349,CD,82,8,Yes
8350,CD,120,18,No
8351,CD,49,18,No
8352,CD,9,3,No
8353,CD,55,4,Yes
8354,CD,9,6,Yes
8355,CD,17,10,No
8356,CD,50,8,No
8357,CD,141,10,Yes
8358,CD,98,15,No
8359,AB,54,1,No
8360,CD,71,17,No
8361,CD,129,18,No
8362,CD,160,8,Yes
8363,AB,152,1,No
8364,CD,107,18,Yes
8365,AB,172,6,No
8366,AB,97,14,Yes
8367,AB,97,8,Yes
8368,CD,98,14,Yes
8369,AB,13,17,Yes
8370,AB,82,4,Yes
8371,AB,158,18,Yes
8372,AB,129,12,Yes
8373,CD,36,10,Yes
8374,AB,139,17,No
8375,AB,171,5,Yes
8376,AB,72,17,Yes
8377,CD,157,12,No
8378,AB,9,6,No
8379,AB,109,3,Yes
8380,CD,64,8,No
8381,AB,32,18,Yes
8382,AB,134,6,Yes
8383,CD,163,19,Yes
8384,CD,75,12,No
8385,AB,170,6,No
8386,CD,57,5,Yes
8387,CD,82,3,Yes
8388,CD,106,4,Yes
8389,AB,7,9,Yes
8390,AB,77,16,Yes
8391,AB,114,12,No
8392,CD,59,7,Yes
8393,CD,177,14,Yes
8394,CD,85,16,No
8395,CD,175,1,Yes
8396,AB,106,11,Yes
8397,CD,117,16,Yes
8398,CD,55,17,No
8399,CD,134,9,No
8400,AB,168,1,Yes
8401,CD,70,14,No
8402,AB,50,1,No
8403,CD,19,13,No
8404,AB,53,17,Yes
8405,CD,138,17,No
8406,AB,70,13,No
8407,AB,67,19,No
8408,CD,72,19,No
8409,AB,16,18,No
8410,CD,119,2,No
8411,AB,102,18,No
8412,CD,113,17,No
8413,CD,175,10,No
8414,CD,46,2,Yes
8415,CD,134,18,Yes
8416,AB,99,6,Yes
8417,AB,160,15,No
8418,CD,164,13,Yes
8419,CD,13,18,Yes
8420,CD,17,12,No
8421,CD,89,14,No
8422,CD,168,5,Yes
8423,CD,39,16,Yes
8424,AB,128,9,Yes
8425,AB,83,1,No
8426,AB,142,9,Yes
8427,CD,152,19,No
8428,AB,54,12,No
8429,CD,24,1,Yes
8430,AB,133,10,Yes
8431,AB,10,3,Yes
8432,CD,91,6,No
8433,AB,153,3,No
8434,CD,44,3,Yes
8435,AB,142,15,No
8436,CD,74,2,No
8437,AB,58,16,Yes
8438,AB,103,19,No
8439,CD,113,6,Yes
8440,AB,134,9,Yes
8441,AB,179,19,Yes
8442,CD,125,18,No
8443,CD,44,10,No
8444,AB,34,7,Yes
8445,AB,124,7,Yes
8446,CD,147,12,No
8447,CD,121,1,Yes
8448,CD,24,10,Yes
8449,AB,152,3,Yes
8450,CD,61,1,No
8451,AB,68,17,No
8452,CD,110,8,Yes
8453,AB,41,2,Yes
8454,AB,77,13,No
8455,AB,31,6,Yes
8456,CD,97,12,Yes
8457,CD,86,1,No
8458,AB,132,12,Yes
8459,AB,69,2,No
8460,AB,165,8,Yes
8461,AB,30,6,Yes
8462,AB,26,19,Yes
8463,AB,73,10,No
8464,AB,79,9,No
8465,AB,174,1,Yes
8466,AB,153,15,No
8467,AB,18,11,Yes
8468,CD,81,10,Yes
8469,CD,160,13,No
8470,CD,84,3,No
8471,AB,92,14,No
8472,CD,77,3,No
8473,AB,128,4,Yes
8474,AB,44,7,No
8475,CD,21,7,No
8476,CD,57,7,No
8477,CD,78,19,Yes
8478,CD,80,14,Yes
8479,AB,173,18,No
8480,AB,27,8,No
8481,CD,172,14,No
8482,AB,119,7,Yes
8483,AB,63,4,Yes
8484,CD,79,17,No
8485,AB,92,18,No
8486,AB,29,13,No
8487,AB,76,11,No
8488,CD,83,4,No
8489,AB,97,12,Yes
8490,CD,49,13,Yes
8491,AB,125,12,Yes
8492,AB,56,11,Yes
8493,CD,33,2,Yes
8494,AB,143,11,No
8495,CD,31,9,No
8496,CD,3,3,No
8497,AB,24,1,Yes
8498,AB,4,5,No
8499,AB,12,4,No
8500,CD,174,14,Yes
8501,AB,92,7,No
8502,CD,46,17,Yes
8503,CD,123,5,No
8504,AB,129,18,No
8505,CD,158,10,No
8506,CD,56,1,Yes
8507,CD,153,12,Yes
8508,CD,70,9,Yes
8509,CD,100,1,Yes
8510,AB,76,6,Yes
8511,AB,18,3,Yes
8512,AB,124,9,No
8513,CD,173,9,No
8514,AB,158,17,No
8515,AB,40,10,Yes
8516,AB,90,9,Yes
8517,CD,107,3,Yes
8518,AB,7,16,No
8519,AB,43,9,No
8520,CD,134,9,Yes
8521,CD,47,8,No
8522,AB,99,10,Yes
8523,CD,8,3,Yes
8524,AB,139,3,Yes
8525,AB,80,15,No
8526,AB,133,14,Yes
8527,AB,18,14,Yes
8528,CD,80,8,No
8529,AB,55,4,Yes
8530,CD,154,15,Yes
8531,CD,71,15,Yes
8532,AB,89,4,No
8533,CD,86,9,Yes
8534,CD,79,16,No
8535,AB,72,5,No
8536,AB,129,18,Yes
8537,CD,71,14,No
8538,CD,144,9,Yes
8539,AB,48,2,Yes
8540,CD,27,2,No
8541,AB,77,12,Yes
8542,CD,90,15,Yes
8543,AB,129,8,No
8544,AB,87,13,No
8545,CD,25,8,No
8546,CD,103,3,Yes
8547,AB,86,17,Yes
8548,AB,175,3,Yes
8549,AB,130,5,Yes
8550,AB,165,16,No
8551,AB,29,3,Yes
8552,AB,31,16,Yes
8553,CD,8,18,Yes
8554,AB,131,14,No
8555,CD,13,9,No
8556,CD,154,9,No
8557,CD,126,5,Yes
8558,AB,22,10,No
8559,CD,150,9,Yes
8560,CD,12,12,Yes
8561,CD,54,5,No
8562,CD,10,13,Yes
8563,AB,40,2,No
8564,CD,159,19,Yes
8565,AB,9,15,No
8566,AB,42,9,Yes
8567,AB,14,6,Yes
8568,AB,123,14,Yes
8569,AB,152,19,Yes
8570,CD,3,4,Yes
8571,AB,168,13,Yes
8572,AB,106,14,Yes
8573,CD,113,10,Yes
8574,AB,162,8,No
8575,AB,103,16,No
8576,AB,144,17,Yes
8577,AB,95,3,Yes
8578,AB,56,2,No
8579,CD,128,10,No
8580,CD,146,10,No
8581,AB,147,15,Yes
8582,AB,121,5,Yes
8583,CD,141,7,No
8584,CD,145,8,No
8585,CD,164,11,Yes
8586,CD,162,2,Yes
8587,AB,17,9,Yes
8588,CD,17,14,Yes
8589,CD,83,10,Yes
8590,CD,38,2,Yes
8591,AB,106,16,No
8592,CD,123,14,No
8593,AB,173,13,Yes
8594,CD,121,6,Yes
8595,CD,56,4,No
8596,CD,107,1,Yes
8597,CD,38,17,No
8598,CD,32,12,Yes
8599,CD,2,10,Yes
8600,AB,69,11,Yes
8601,CD,104,14,No
8602,AB,99,6,No
8603,AB,60,17,No
8604,AB,104,4,Yes
8605,CD,68,14,No
8606,CD,43,9,Yes
8607,AB,89,9,No
8608,CD,17,8,Yes
8609,CD,86,16,No
8610,AB,69,5,No
8611,AB,97,4,Yes
8612,AB,11,5,No
8613,CD,110,13,Yes
8614,AB,109,6,Yes
8615,CD,78,1,Yes
8616,AB,94,10,Yes
8617,AB,14,8,No
8618,AB,92,9,No
8619,CD,49,8,No
8620,CD,171,9,Yes
8621,AB,18,19,No
8622,CD,99,9,Yes
8623,AB,29,11,Yes
8624,AB,174,11,Yes
8625,CD,107,17,No
8626,AB,60,18,No
8627,AB,89,19,Yes
8628,CD,90,16,No
8629,CD,18,19,No
8630,AB,119,16,No
8631,AB,111,1,Yes
8632,AB,126,7,No
8633,AB,160,16,Yes
8634,CD,111,7,No
8635,CD,44,4,Yes
8636,AB,177,1,No
8637,CD,179,14,Yes
8638,AB,37,15,No
8639,AB,125,15,Yes
8640,AB,78,14,No
8641,AB,51,14,Yes
8642,AB,145,6,Yes
8643,AB,62,11,Yes
8644,AB,103,10,No
8645,AB,132,10,Yes
8646,CD,84,18,Yes
8647,AB,79,8,Yes
8648,CD,105,19,Yes
8649,CD,120,2,No
8650,CD,104,18,Yes
8651,AB,175,5,No
8652,AB,177,15,No
8653,CD,148,7,Yes
8654,CD,96,3,Yes
8655,AB,113,6,No
8656,CD,155,12,Yes
8657,CD,97,3,Yes
8658,CD,43,8,Yes
8659,CD,14,5,Yes
8660,AB,153,11,No
8661,AB,98,2,Yes
8662,CD,12,10,Yes
8663,CD,63,3,Yes
8664,AB,28,4,Yes
8665,CD,98,13,No
8666,AB,30,17,Yes
8667,CD,43,19,No
8668,CD,46,13,No
8669,AB,24,12,No
8670,AB,158,5,No
8671,AB,141,13,No
8672,AB,65,15,Yes
8673,AB,89,16,No
8674,AB,70,11,No
8675,CD,119,13,No
8676,AB,72,15,No
8677,CD,55,9,No
8678,CD,160,10,No
